ticker,path,business_summary,moat,catalysts,risks,recent_news,thesis,exit_thesis,classification,source
PLD,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\PLD.json,High-quality business profile with attractive durability signals.,Strong moat: persistent profitability and margin quality support durability.,No clear catalyst detected.,"valuation already discounts too much optimism, weak growth profile","['Peace Hopes Revive Rally', 'Prologis (PLD) Stock After 43% One-Year Rally Is The Price Still Justified', 'Is Prologis, Inc. (PLD) A Good Stock To Buy Now?']",Avoid: High-quality business profile with attractive durability signals. Strong moat: persistent profitability and margin quality support durability. No clear catalyst detected.,Exit thesis for PLD: valuation no longer offers a reasonable margin; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
PLTR,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\PLTR.json,High-quality business profile with attractive durability signals.,Strong moat: persistent profitability and margin quality support durability.,"Possible catalyst, but confirmation is required at future reviews.",valuation already discounts too much optimism,"['Exploring 3 High Growth Tech Stocks in US Market', ""The S&P 500's Missing Giant: What Happens If The 6th-Largest Stock Stays Out A Full Year?"", 'Palantir Swiss Court Defeat Raises European Data Sovereignty And Contract Risks']","Fully Valued Compounder: High-quality business profile with attractive durability signals. Strong moat: persistent profitability and margin quality support durability. Possible catalyst, but confirmation is required at future reviews.",Exit thesis for PLTR: valuation no longer offers a reasonable margin.,Fully Valued Compounder,deterministic_fallback
PM,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\PM.json,High-quality business profile with attractive durability signals.,Moderate moat: business quality exists but requires continued monitoring.,"Possible catalyst, but confirmation is required at future reviews.",balance sheet or financial risk,"['2 Momentum  Stocks to Own for Decades and 1 We Ignore', 'Philip Morris International (PM) Stock Valuation Check As Smoke Free Growth Meets Richer P/E Multiple', 'Philip Morris: King Of Tobacco In Consolidation Stage - Wait For A Dip']","Quality Growth Reasonable: High-quality business profile with attractive durability signals. Moderate moat: business quality exists but requires continued monitoring. Possible catalyst, but confirmation is required at future reviews.",Exit thesis for PM: financial risk has increased.,Quality Growth Reasonable,deterministic_fallback
QCOM,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\QCOM.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,weak growth profile,"['Qualcomm (QCOM) Expands Into AI Infrastructure Through SLB Collaboration and ByteDance Chip Agreement', 'Jack Ma-Backed Ant Group Set for High-Stakes Overhaul of Billion-User App', 'Wells Fargo Sees Greater Upside in Qualcomm (QCOM) Ahead of Investor Day']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for QCOM: the investment thesis is broken; position health has deteriorated.,Avoid,deterministic_fallback
RTX,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\RTX.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,"Possible catalyst, but confirmation is required at future reviews.",valuation already discounts too much optimism,"['3 High Backlog Defense Stocks to Buy in June', '2 Turnaround Defense Stocks Hiding in the ITA ETF Tell a Very Clear Story: The Iran War May Not Be Over', ""Trump Says Iran 'Better Get Their Act Together' — Defense Stocks May Be Listening""]","Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. Possible catalyst, but confirmation is required at future reviews.",Exit thesis for RTX: the investment thesis is broken; position health has deteriorated.,Avoid,deterministic_fallback
SCHW,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\SCHW.json,High-quality business profile with attractive durability signals.,Strong moat: persistent profitability and margin quality support durability.,"Possible catalyst, but confirmation is required at future reviews.",balance sheet or financial risk,"['Charles Schwab (SCHW) Stock Valuation Check After Recent Momentum Cooldown', 'Here’s Why The Charles Schwab (SCHW) Is One of the Best Bargain Stocks to Buy in June', ""I'm 45 With a Roth IRA and Want to Invest in Cryptocurrency. What Do I Need to Know?""]","Quality Growth Reasonable: High-quality business profile with attractive durability signals. Strong moat: persistent profitability and margin quality support durability. Possible catalyst, but confirmation is required at future reviews.",Exit thesis for SCHW: financial risk has increased.,Quality Growth Reasonable,deterministic_fallback
SPGI,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\SPGI.json,Acceptable business profile that requires valuation and catalyst support.,Moderate moat: business quality exists but requires continued monitoring.,No clear catalyst detected.,No dominant quantitative risk flag.,"['S&P Global Turns UN Compact Screening Into ESG Workflow Tool', 'S&P Global (SPGI) Stock After Recent 18% YTD Decline Is Valuation Now Attractive', 'Private market data sector seen reaching $30bn TAM by 2030']",Fully Valued Compounder: Acceptable business profile that requires valuation and catalyst support. Moderate moat: business quality exists but requires continued monitoring. No clear catalyst detected.,Exit thesis for SPGI: exit only if opportunity cost becomes materially superior or thesis persistence weakens.,Fully Valued Compounder,deterministic_fallback
SYK,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\SYK.json,Acceptable business profile that requires valuation and catalyst support.,Moderate moat: business quality exists but requires continued monitoring.,No clear catalyst detected.,No dominant quantitative risk flag.,"['Stryker Corp (NYSE:SYK): A Top-Tier Dividend Growth Stock Built on Profitability and Financial Health', 'Stryker (SYK) Stock After 16.5% One-Year Slide Is The Market Overreacting', 'Stryker Weighs Cyber Setback Against Robotics Strength And Global Growth']",Avoid: Acceptable business profile that requires valuation and catalyst support. Moderate moat: business quality exists but requires continued monitoring. No clear catalyst detected.,Exit thesis for SYK: exit only if opportunity cost becomes materially superior or thesis persistence weakens.,Avoid,deterministic_fallback
T,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\T.json,High-quality business profile with attractive durability signals.,Moderate moat: business quality exists but requires continued monitoring.,"Valuation gap exists, but catalyst evidence is limited.",balance sheet or financial risk,"['AT&T (T) Simplifies Fiber Plans as Competition in Broadband and 5G Intensifies', 'Satellite Stocks Are Flying on SpaceX, Spectrum-Sale Hopes. Time Is Running Out.', 'AT&T: The SpaceX Threat Seems Exaggerated']","Deep Value: High-quality business profile with attractive durability signals. Moderate moat: business quality exists but requires continued monitoring. Valuation gap exists, but catalyst evidence is limited.",Exit thesis for T: exit only if opportunity cost becomes materially superior or thesis persistence weakens.,Deep Value,deterministic_fallback
TJX,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\TJX.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,valuation already discounts too much optimism,"['TJX Tests Wellness Appeal With Sparkling Collagen Water And Rich Valuation', 'Jim Cramer on TJX: “It’s an Ideal Place to Shop for Value”', 'Burlington Stores Is on a Hot Streak. The Stock Is Still Worth Checking Out.']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for TJX: the investment thesis is broken; position health has deteriorated; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
TMO,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\TMO.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,"balance sheet or financial risk, weak growth profile","['Thermo Fisher Tests SpheriCal Calibration As Potential Edge In Mass Spectrometry', 'Piper Sandler Initiates Coverage of Thermo Fisher Scientific (TMO) with Neutral Recommendation', 'Is Solventum Corporation (SOLV) A Good Stock To Buy Now?']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for TMO: the investment thesis is broken; position health has deteriorated.,Avoid,deterministic_fallback
TMUS,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\TMUS.json,Weak business profile; any investment case must be treated cautiously.,Moderate moat: business quality exists but requires continued monitoring.,"Valuation gap exists, but catalyst evidence is limited.","balance sheet or financial risk, weak growth profile","['T-Mobile (TMUS) Launches AI-Powered Dynamic CX Network Optimization and Expands Global Innovation Hub', 'AT&T: The SpaceX Threat Seems Exaggerated', 'T-Mobile US (TMUS) Launches AI-Powered Dynamic CX Network Optimization']","Avoid: Weak business profile; any investment case must be treated cautiously. Moderate moat: business quality exists but requires continued monitoring. Valuation gap exists, but catalyst evidence is limited.",Exit thesis for TMUS: financial risk has increased.,Avoid,deterministic_fallback
TSLA,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\TSLA.json,Acceptable business profile that requires valuation and catalyst support.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,"valuation already discounts too much optimism, weak growth profile","[""The 12 Scariest Words in SpaceX's Prospectus All but Confirm an Imminent Fleecing of Retail Investors"", ""From $4 To $500? Eric Jackson's Bold Thesis Pitches Opendoor As Real Estate's Tesla Moment"", ""Dan Ives Says He Would Be 'Shocked' If SPCX, TSLA Don't Merge Within A Year – Adds Tesla Shareholders Could Back Deal If Valuation Is Right""]",Avoid: Acceptable business profile that requires valuation and catalyst support. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for TSLA: the investment thesis is broken; position health has deteriorated; valuation no longer offers a reasonable margin; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
TXN,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\TXN.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,"balance sheet or financial risk, valuation already discounts too much optimism","['ON Semiconductor Stock: Is ON Outperforming the Technology Sector?', 'What A Patient Investor Really Pays For Broadcom Stock', 'The Best Semiconductor ETFs: How You Can Mine the AI Gold Rush']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for TXN: the investment thesis is broken; valuation no longer offers a reasonable margin; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
UBER,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\UBER.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,No dominant quantitative risk flag.,"[""RIVN Stock Jumps Overnight: CEO Teases Self-Driving System 'Very Similar To Tesla's FSD' This Year"", 'Uber: The Delivery Hero Transaction Enhances A Powerful Growth Story', 'Banco Santander Extends Reach Across Mobility Energy And AI Payments']",Cyclical Opportunity: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for UBER: the investment thesis is broken; position health has deteriorated.,Cyclical Opportunity,deterministic_fallback
UNH,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\UNH.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,"balance sheet or financial risk, weak growth profile","['Jim Cramer on UnitedHealth: “Buy It”', 'Fed Rate Decision Takes Centre Stage As Earnings Wind Down', 'JPMorgan Raises its Price Target on UnitedHealth Group (UNH)']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for UNH: the investment thesis is broken; position health has deteriorated; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
UNP,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\UNP.json,High-quality business profile with attractive durability signals.,Strong moat: persistent profitability and margin quality support durability.,No clear catalyst detected.,"balance sheet or financial risk, weak growth profile","['Today’s AI market hits all 5 warning signs that preceded 2000 Nasdaq crash.', 'Union Pacific Merger Talk Sparks Agricultural Shipper Concerns And Regulatory Focus', 'The Zacks Analyst Blog Highlights Union Pacific and Canadian National Railway']",Avoid: High-quality business profile with attractive durability signals. Strong moat: persistent profitability and margin quality support durability. No clear catalyst detected.,Exit thesis for UNP: financial risk has increased.,Avoid,deterministic_fallback
V,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\V.json,High-quality business profile with attractive durability signals.,Strong moat: persistent profitability and margin quality support durability.,No clear catalyst detected.,No dominant quantitative risk flag.,"['Visa World Cup Gift Card Ties Sports Partnership To Undervalued Stock Story', 'BHN encourages Aussies to send the spirit of soccer this FIFA World Cup 2026™ season', 'Oppenheimer issues bold price target on SpaceX stock']",Compounder: High-quality business profile with attractive durability signals. Strong moat: persistent profitability and margin quality support durability. No clear catalyst detected.,Exit thesis for V: exit only if opportunity cost becomes materially superior or thesis persistence weakens.,Compounder,deterministic_fallback
VRTX,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\VRTX.json,High-quality business profile with attractive durability signals.,Strong moat: persistent profitability and margin quality support durability.,No clear catalyst detected.,No dominant quantitative risk flag.,"[""Here's How Much $1000 Invested In Vertex Pharmaceuticals 10 Years Ago Would Be Worth Today"", 'The Death Cross Is Lying: Why Wall Street Is Still Loading Up on Hershey and Vertex', 'Vertex Extends Pediatric Pipeline As Shares Trade Below Consensus Targets']",Fully Valued Compounder: High-quality business profile with attractive durability signals. Strong moat: persistent profitability and margin quality support durability. No clear catalyst detected.,Exit thesis for VRTX: exit only if opportunity cost becomes materially superior or thesis persistence weakens.,Fully Valued Compounder,deterministic_fallback
VZ,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\VZ.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,"Valuation gap exists, but catalyst evidence is limited.","balance sheet or financial risk, weak growth profile","['Verizon (VZ) Expands Network Capacity and Strengthens Cybersecurity Through Anthropic Partnership', 'AT&T: The SpaceX Threat Seems Exaggerated', 'Verizon Communications at $46 And AT&T at $23: Buy, Sell or Hold?']","Value Trap: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. Valuation gap exists, but catalyst evidence is limited.",Exit thesis for VZ: the investment thesis is broken; position health has deteriorated; financial risk has increased.,Value Trap,deterministic_fallback
WELL,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\WELL.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,"Possible catalyst, but confirmation is required at future reviews.",valuation already discounts too much optimism,"['The REIT Rally', 'Peace Hopes Revive Rally', 'Buy 2 Value-Oriented Covered Call ETFs And Sleep Like A Baby']","Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. Possible catalyst, but confirmation is required at future reviews.",Exit thesis for WELL: the investment thesis is broken; valuation no longer offers a reasonable margin; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
WFC,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\WFC.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,Growth acceleration or expectation gap may support rerating.,balance sheet or financial risk,"['Why Wells Fargo Is Warning That Surging AI Token Costs Is a Death Knell for Hyperscaler Stocks Like Meta and Microsoft', 'Best ways to barbecue on a budget this summer', 'Wells Fargo Pledges $1 Million Donation Toward Skilled Trades in Pennsylvania']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. Growth acceleration or expectation gap may support rerating.,Exit thesis for WFC: financial risk has increased.,Avoid,deterministic_fallback
WMT,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\WMT.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,valuation already discounts too much optimism,"[""Walmart and McDonald's chase $7.5B World Cup boom"", 'Walmart Inc. (WMT) Shows How Faster Delivery and Cross-Border Access Can Lift Online Retail', 'Symbotic (SYM) Is Down 5.4% After Q3 Outlook And Walmart Robotics Deal - Has The Bull Case Changed?']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for WMT: the investment thesis is broken; position health has deteriorated; valuation no longer offers a reasonable margin; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
XOM,C:\Users\PC\Desktop\Documents\TFM\results\full_2025-01-15_2026-06-15_M\research_ai\XOM.json,Weak business profile; any investment case must be treated cautiously.,Weak moat: limited evidence of durable competitive advantage.,No clear catalyst detected.,weak growth profile,"['Today’s AI market hits all 5 warning signs that preceded 2000 Nasdaq crash.', 'ExxonMobil weighs early stage bid for Woodside Energy Group', 'Oil Prices Slump to 3-Month Lows, Exxon and Chevron Stocks Fall After U.S., Iran Deal']",Avoid: Weak business profile; any investment case must be treated cautiously. Weak moat: limited evidence of durable competitive advantage. No clear catalyst detected.,Exit thesis for XOM: the investment thesis is broken; position health has deteriorated; market expectations appear too optimistic versus expected fundamentals.,Avoid,deterministic_fallback
